image_name,predicted_score
Plagiotremus_rhinorhynchos_black_100.png,1353.0792
Canthidermis_sufflamen_A_2.png,1307.3967
Kyphosus_sectatrix_A_1.png,1411.179
Plectorhinchus_gibbosus_A_1.png,1222.4629
Chaetodon_decussatus_A_2.png,1654.269
Pelsartia_humeralis_A_2.png,1357.2463
Argyrosomus_hololepidotus_A_2.png,1173.0989
Plectorhinchus_chaetodonoides_A_1.png,1492.1455
Pseudolabrus_fuentesi_A_3.png,1268.5381
Aplodactylus_etheridgii_A_2.png,1558.9214
Halichoeres_chierchiae_F_1.png,1432.7385
Pomacentrus_grammorhynchus_A_3.png,1469.8745
Lutjanus_jordani_A_1.png,1262.0503
Stegastes_albifasciatus_A_2.png,1428.0981
Thalassoma_hebraicum_F_2.png,1568.1035
Macolor_niger_J_1.png,1728.5896
Fusigobius_inframaculatus_F_1.png,1445.8292
Leptoscarus_vaigiensis_J_1.png,1413.352
Lethrinus_atkinsoni_A_2.png,1387.7439
Bodianus_axillaris_A_4.png,1505.5262
Amphiprion_frenatus_A_1.png,1638.9833
Halichoeres_margaritaceus_A_1.png,1537.178
Sebastes_inermis_A_1.png,1208.4602
Pseudochromis_pesi_A_1.png,1369.3052
Emblemariopsis_pricei_A_2.png,1392.5679
Chromis_amboinensis_A_3.png,1350.0093
Priolepis_ascensionis_A_1.png,1477.9141
Anoplocapros_inermis_J_2.png,1775.1427
Valenciennea_helsdingenii_A_1.png,1508.7234
Eviota_fasciola_A_1.png,1438.3059
Amblygobius_bynoensis_A_1.png,1242.9045
Ecsenius_fijiensis_A_1.png,1423.3883
Gobius_cruentatus_A_1.png,1355.575
Plotosus_lineatus_A_2.png,1449.0596
Gobius_tetrophthalmus_A_1.png,1364.0715
Cymbacephalus_beauforti_A_2.png,1330.5416
Zebrasoma_scopas_J_1.png,1556.5164
Sanopus_astrifer_A_2.png,1628.0479
Ecsenius_nalolo_A_1.png,1276.5815
Myripristis_adusta_A_1.png,1328.532
Naso_tonganus_A_2.png,1367.0107
Ecsenius_alleni_J_1.png,1402.7385
Stethojulis_terina_J_1.png,1366.7124
Chlorurus_strongylocephalus_J_1.png,1440.2786
Carangoides_gymnostethus_A_2.png,1216.499
Anampses_geographicus_M_1.png,1373.6418
Lactoria_diaphana_A_2.png,1478.069
Trachypoma_macracanthus_A_1.png,1438.0005
Pseudanthias_pleurotaenia_F_1.png,1510.7834
Pseudanthias_pascalus_F_1.png,1536.804
Amblyglyphidodon_aureus_J_1.png,1461.5806
Cirrhilabrus_walindi_F_1.png,1459.5267
Dichistius_capensis_A_1.png,1201.1982
Chaetodipterus_zonatus_A_1.png,1529.5475
Tautogolabrus_adspersus_A_3.png,1216.1553
Atractoscion_aequidens_A_2.png,1237.0859
Acanthostracion_polygonius_A_1.png,1551.6553
